config,question_id,grade,topic,subtopic,difficulty,question,choices,correct_option,answer_value,solution_steps,answer_expression,source_chunks,retrieved_context_texts,router_topic,router_conf,moe_routed,math_checker_pass,note
C6,36,4,pengukuran,harga jual dan biaya beli,sedang,"Sebuah toko menjual kain dengan harga Rp 25.000 per meter. Jika seorang pembeli membeli 3 meter kain, untungnya jika harga jual setiap meter kain menjadi Rp 28.000 adalah...?","[""A. Rp 6.000"", ""B. Rp 7.000"", ""C. Rp 8.000"", ""D. Rp 9.000""]",D,Rp 9.000,"[""Hitung harga jual total untuk 3 meter kain:"", ""Harga jual per meter = Rp 28.000"", ""Jumlah meter = 3"", ""Harga jual total = 28.000 x 3 = Rp 84.000"", ""Hitung biaya beli total untuk 3 meter kain:"", ""Harga beli per meter = Rp 25.000"", ""Jumlah meter = 3"", ""Biaya beli total = 25.000 x 3 = Rp 75.000"", ""Hitung untung:"", ""Untung = Harga jual total - Biaya beli total"", ""Untung = 84.000 - 75.000 = Rp 9.000""]",84.000 - 75.000,"[{""chunk_id"": ""12345"", ""source"": ""Sumber: Buku Matematika Kelas 4""}]",[],pengukuran,0.4,True,False,C6-moe+cot max_iters
C6,37,4,perkalian_pembagian,,sedang,"Sebuah kantong makanan berisi 36 bungkus. Jika setiap meja di sekolah membutuhkan 9 bungkus untuk makan siang, berapa banyak meja yang dapat diberikan makanan tersebut?","[""A. 2"", ""B. 3"", ""C. 4"", ""D. 5""]",C,4,"[""Total bungkus makanan: 36"", ""Banyak bungkus per meja: 9"", ""Untuk menghitung berapa banyak meja yang dapat diberikan, kita perlu membagi total bungkus dengan banyak bungkus per meja."", ""Jadi, 36 ÷ 9 = 4"", ""Jadi, kantong makanan tersebut dapat diberikan kepada 4 meja.""]",36 ÷ 9,[],[],perkalian_pembagian,1.0,True,True,C6-moe+cot PASS it-0
C6,38,4,penjumlahan_pengurangan,,sedang,"Sebuah toko menjual buku dengan harga Rp 25.000,-. Jika seorang pelanggan membeli 3 buku tersebut, berapa total harga yang harus dibayarkan?","[""A. Rp 50.000,-"", ""B. Rp 60.000,-"", ""C. Rp 75.000,-"", ""D. Rp 80.000,-""]",C,75.000,"[""Harga satu buku adalah Rp 25.000,-"", ""Jumlah buku yang dibeli adalah 3"", ""Total harga = Harga satu buku × Jumlah buku"", ""Total harga = 25.000 × 3"", ""Total harga = 75.000""]",25.000 × 3,[],[],penjumlahan_pengurangan,0.8,True,True,C6-moe+cot PASS it-0
C6,39,4,pengukuran,massa,sedang,"Sebuah balok memiliki massa sekitar 2 kg. Jika massa tersebut dikonversi ke gram, maka massa balok tersebut adalah...?","[""A. 200 gram"", ""B. 2000 gram"", ""C. 20 gram"", ""D. 2 gram""]",B,2000 gram,"[""Balok memiliki massa 2 kg. Untuk mengkonversi kilogram ke gram, kita perlu tahu bahwa 1 kg sama dengan 1000 gram."", ""Maka, massa balok dalam gram adalah 2 kg x 1000 gram/kg = 2000 gram."", ""Jadi, massa balok adalah 2000 gram.""]",2 kg x 1000 gram/kg = 2000 gram,"[{""chunk_id"": ""1"", ""source"": ""https://www.mathsisfun.com/measurement/converting-units-mass.html""}]",[],pengukuran,1.0,True,False,C6-moe+cot max_iters
C6,40,4,geometri,Volume Kubus,mudah,Sebuah kubus memiliki panjang sisi 5 cm. Berapakah volume kubus tersebut?,"[""A. 75 cm³"", ""B. 100 cm³"", ""C. 125 cm³"", ""D. 150 cm³""]",C,125,"[""Hitung luas permukaan kubus menggunakan rumus: \\\\\\(6 \\times \\text{s}^2\\\\\\)"", ""Substitusi nilai sisi: \\\\\\(6 \\times 5^2 = 6 \\times 25 = 150 \\text{ cm}^2\\\\\\)"", ""Hitung volume kubus menggunakan rumus: \\\\\\(\\text{v} = \\text{s}^3\\\\\\)"", ""Substitusi nilai sisi: \\\\\\(5^3 = 5 \\times 5 \\times 5 = 125 \\text{ cm}^3\\\\\\)""]",125 \text{ cm}^3,[],[],geometri,0.8,True,False,C6-moe+cot max_iters
C6,41,4,pecahan,Pecahan Campuran,sedang,Siti memiliki pizza yang telah dipecah menjadi 8 bagian. Ia makan 3 bagian dari pizza tersebut. Berapakah pecahan campuran dari pizza yang dikonsumsi Siti?,"[""A. 2 1/4"", ""B. 1 1/2"", ""C. 1 1/4"", ""D. 1 1/8""]",D,1 1/8,"[""Jumlah total bagian pizza adalah 8."", ""Siti makan 3 bagian."", ""Untuk mengubah ini ke dalam pecahan campuran, kita perlu menentukan bagian bulat dan sisa."", ""3 bagian adalah 1 bagian bulat (8/8) dan 1 bagian lagi (1/8)."", ""Jadi, pecahan campuran yang ditemui adalah 1 1/8.""]",1 1/8,"[{""chunk_id"": ""pizza_question"", ""source"": ""Siti memiliki pizza yang telah dipecah menjadi 8 bagian. Ia makan 3 bagian dari pizza tersebut. Berapakah pecahan campuran dari pizza yang dikonsumsi Siti?""}]",[],pecahan,0.8,True,False,C6-moe+cot max_iters
C6,42,4,perkalian_pembagian,,mudah,"Sebuah kotak kelereng berisi 24 kelereng. Jika kelereng tersebut dibagi menjadi 6 bagian yang sama, berapa kelereng dalam setiap bagian?","[""A. 3"", ""B. 4"", ""C. 5"", ""D. 6""]",B,4,"[""Jumlah kelereng total adalah 24."", ""Kelereng dibagi menjadi 6 bagian yang sama."", ""Untuk menentukan kelereng dalam setiap bagian, kita membagi jumlah kelereng total dengan jumlah bagian."", ""24 ÷ 6 = 4""]",24 ÷ 6,[],[],perkalian_pembagian,1.0,True,True,C6-moe+cot PASS it-0
C6,43,4,pengukuran,waktu,sedang,Sebuah mobil melaju dengan kecepatan 60 kilometer per jam. Berapa kecepatan tersebut dalam meter per detik? Tuliskan jawabannya dalam bentuk ekspresi matematis.,"[""A. 15"", ""B. 16"", ""C. 16,67"", ""D. 17""]",C,"16,67","[""1. Pertama, kita perlu mengubah kilometer menjadi meter. 1 kilometer sama dengan 1000 meter."", ""2. Maka, 60 kilometer sama dengan 60 x 1000 = 60000 meter."", ""3. Selanjutnya, kita perlu mengubah jam menjadi detik. 1 jam sama dengan 3600 detik."", ""4. Jadi, kecepatan dalam meter per detik adalah 60000 meter dibagi 3600 detik."", ""5. Ekspresi matematis untuk kecepatan dalam meter per detik adalah 60000 ÷ 3600.""]",60000 ÷ 3600,"[{""chunk_id"": ""123456"", ""source"": ""Referensi Matematika SD Kelas 4""}]",[],pengukuran,0.8,True,False,C6-moe+cot max_iters
C6,44,4,pengukuran,rugi,sedang,"Sebuah kotak memiliki panjang 20 cm, lebar 15 cm, dan tinggi 10 cm. Jika satuan ukur diganti menjadi milimeter, berapakah volume kotak tersebut?","[""A. 1500000 mm³"", ""B. 2000000 mm³"", ""C. 2500000 mm³"", ""D. 3000000 mm³""]",D,3000000,"[""Konversi semua ukuran menjadi milimeter:"", ""Panjang = 20 cm = 20 x 10 mm = 200 mm"", ""Lebar = 15 cm = 15 x 10 mm = 150 mm"", ""Tinggi = 10 cm = 10 x 10 mm = 100 mm"", ""Hitung volume dalam satuan millimeter kubik (mm³):"", ""Volume = Panjang x Lebar x Tinggi"", ""Volume = 200 mm x 150 mm x 100 mm"", ""Volume = 3000000 mm³""]",200 * 150 * 100,"[{""chunk_id"": ""1"", ""source"": ""https://www.mathsisfun.com/measure/imperial-conversion-table.html""}]",[],pengukuran,0.4,True,True,C6-moe+cot PASS it-1
C6,45,4,geometri,Volume Balok,mudah,"Sebuah balok memiliki panjang 8 cm, lebar 5 cm, dan tinggi 3 cm. Hitunglah volume balok tersebut!","[""A. 100 cm³"", ""B. 120 cm³"", ""C. 140 cm³"", ""D. 160 cm³""]",B,120,"[""Hitung keliling panjang balok dengan rumus:"", ""Keliling = 2(panjang + lebar + tinggi)"", ""Substitusi nilai-nilai:"", ""Keliling = 2(8 + 5 + 3) = 2(16) = 32 cm"", ""Hitung volume balok dengan rumus:"", ""Volume = panjang x lebar x tinggi"", ""Substitusi nilai-nilai:"", ""Volume = 8 x 5 x 3 = 120 cm³""]",8 * 5 * 3,[],[],geometri,0.8,True,True,C6-moe+cot max_iters
C6,46,4,bilangan,nilai tempat dan urutan bilangan,sulit,"Urutkan bilangan 2345, 4523, 5243, 3542 dari yang terkecil ke yang terbesar. Berapakah bilangan terbesar?","[""2345"", ""3542"", ""4523"", ""5243""]",D,5243,"[""Bandingkan masing-masing bilangan dari kiri ke kanan, mempertimbangkan setiap digit dari nilai tempat terendah hingga tertinggi:"", ""- Untuk 2345, nilai tempat ratusan adalah 2."", ""- Untuk 4523, nilai tempat ratusan adalah 4."", ""- Untuk 5243, nilai tempat ratusan adalah 5."", ""- Untuk 3542, nilai tempat ratusan adalah 3."", ""Dari nilai tempat ratusan, bilangan terbesar adalah 5243."", ""Jadi, urutan dari yang terkecil ke yang terbesar adalah: 2345, 3542, 4523, 5243."", ""Bilangan terbesar adalah 5243.""]",5243,[],[],bilangan,0.4,True,True,C6-moe+cot max_iters
C6,47,4,pengukuran,untung,sedang,"Sebuah toko menjual sepatu dengan untung 20%. Jika biaya pembelian sepatu tersebut adalah 35.000 rupiah, berapakah harga jual sepatu tersebut?","[""A. 38.000"", ""B. 40.000"", ""C. 42.000"", ""D. 45.000""]",C,42.000,"[""Hitunglah besarnya untungnya:"", ""Untung = 20% dari biaya pembelian"", ""Untung = 0,20 × 35.000 = 7.000 rupiah"", ""Hitunglah harga jual total:"", ""Harga jual = Biaya pembelian + Untung"", ""Harga jual = 35.000 + 7.000 = 42.000 rupiah""]","35.000 + (0,20 × 35.000)","[{""chunk_id"": ""id1"", ""source"": ""Contoh soal ini mengasumsikan bahwa untung adalah persentase dari biaya pembelian. Untung 20% dari biaya pembelian dapat dihitung dengan mengalikan 20% dengan biaya pembelian. Kemudian, harga jual ditambahkan dengan untung untuk mendapatkan harga jual total.""}]",[],pengukuran,0.4,True,True,C6-moe+cot PASS it-0
C6,48,4,penjumlahan_pengurangan,,sulit,"Sebuah kotak kaca terdiri dari 234 kotak kecil. Jika 127 kotak diambil dari kotak tersebut, berapa sisa kotak kaca dalam kotak tersebut?","[""A. 107"", ""B. 108"", ""C. 109"", ""D. 110""]",A,107,"[""Banyak kotak kaca awal = 234"", ""Kotak yang diambil = 127"", ""Maka, kotak yang tersisa = 234 - 127"", ""Hitunglah: 234 - 127 = 107""]",234 - 127,[],[],penjumlahan_pengurangan,0.8,True,True,C6-moe+cot PASS it-0
C6,49,4,pengukuran,modus,sedang,"Sebuah klasemen lomba lari memiliki hasil sebagai berikut: 20 detik, 25 detik, 30 detik, 30 detik, dan 35 detik. Modus dari data tersebut adalah...?","[""A. 20 detik"", ""B. 25 detik"", ""C. 30 detik"", ""D. 35 detik""]",C,30 detik,"[""Identifikasi data yang muncul terbanyak dalam klasemen."", ""Data yang muncul terbanyak adalah 30 detik."", ""Jadi, modusnya adalah 30 detik.""]",30,[],[],pengukuran,0.4,True,False,C6-moe+cot max_iters
C6,50,4,pecahan,Pecahan Campuran,mudah,"Sebuah kelereng dicampur menjadi tiga bagian, dua bagian dari kelereng tersebut adalah pecahan campuran 2 1/3. Jika total kelereng tersebut adalah 5 kelereng, berapakah jumlah bagian yang satu? Tuliskan jawabannya dalam bentuk pecahan campuran.","[""A. 1/6"", ""B. 2/3"", ""C. 3/4"", ""D. 7/6""]",D,7/6,"[""Total kelereng adalah 5 kelereng."", ""Jika dua bagian adalah 2 1/3 kelereng, maka setiap bagian adalah 2 1/3 kelereng dibagi 2."", ""Setiap bagian adalah (2 1/3) / 2 = (7/3) / 2 = 7/6 kelereng.""]",7/6,[],[],pecahan,0.8,True,True,C6-moe+cot max_iters
